row_id,title,pipeline,action,classification,confidence,reason,old_relative_path,new_relative_path,size_bytes,sha256_before,sha256_after,checksum_match
paper-2008-02,Designing And Assessing A Teaching Laboratory For An Integrated Land Use And Transportation Course,UPLOADED,moved,code,medium,code directory hint; subtree preserved,data_public/README.md,code/legacy/data_public/README.md,489,efb2cb3e77334908eec5efb07d744dbe0714b92c282085d119b0836e99473d2b,efb2cb3e77334908eec5efb07d744dbe0714b92c282085d119b0836e99473d2b,yes
paper-2008-02,Designing And Assessing A Teaching Laboratory For An Integrated Land Use And Transportation Course,UPLOADED,moved,code,medium,code directory hint; subtree preserved,data_public/alumni_survey_aggregate_scores.csv,code/legacy/data_public/alumni_survey_aggregate_scores.csv,4562,bed95dd44f494f9c68980d3ef244d235c5575343bf1f8e192a49e58f4d6f7063,bed95dd44f494f9c68980d3ef244d235c5575343bf1f8e192a49e58f4d6f7063,yes
paper-2008-02,Designing And Assessing A Teaching Laboratory For An Integrated Land Use And Transportation Course,UPLOADED,moved,code,medium,code directory hint; subtree preserved,data_public/alumni_survey_categorical_counts.csv,code/legacy/data_public/alumni_survey_categorical_counts.csv,274,838464e48a3060a513f8e2eec6761c2f6c867985e2f7ed123263b7ca77ad2600,838464e48a3060a513f8e2eec6761c2f6c867985e2f7ed123263b7ca77ad2600,yes
